case,row,kind,victim_group,victim_ch,r_src,word_a,word_b,d_ns,n,mean,min,max,delta
10,3,1,0,8,5150,8,40,2800,64,32496,32481,32511,3
10,3,1,0,8,5150,8,40,3000,64,32499,32473,32512,4
10,3,1,0,8,5150,8,40,3200,64,32496,32465,32518,0
10,3,1,0,8,5150,8,40,3400,64,32499,32470,32512,4
10,3,1,0,8,5150,8,40,3600,64,32491,32469,32512,-4
10,3,1,0,8,5150,8,40,3800,64,32495,32467,32514,-1
10,3,1,0,8,5150,8,40,4000,64,32494,32463,32514,-2
10,3,1,0,8,5150,8,40,4200,64,32494,32479,32505,-1
10,3,1,0,8,5150,8,40,4400,64,32494,32471,32514,-3
10,3,1,0,8,5150,8,40,4600,64,32496,32479,32520,1
10,3,1,0,8,5150,8,40,4800,64,32495,32388,32511,-1
10,3,1,0,8,5150,8,40,5000,64,32496,32472,32519,0
10,3,1,0,8,5150,8,40,5200,64,32492,32418,32514,-3
10,3,1,0,8,5150,8,40,5400,64,32495,32478,32518,-1
10,3,1,0,8,5150,8,40,5600,64,32494,32466,32516,-2
10,3,1,0,8,5150,8,40,5800,64,32497,32482,32516,3
10,3,1,0,8,5150,8,40,6000,64,32494,32468,32518,1
10,3,1,0,8,5150,8,40,6200,64,32495,32466,32512,-1
10,3,1,0,8,5150,8,40,6400,64,32494,32346,32522,0
10,3,1,0,8,5150,8,40,6600,64,32493,32308,32520,-2
10,3,1,0,8,5150,8,40,6800,64,32498,32468,32516,4
10,3,1,0,8,5150,8,40,7000,64,32497,32471,32517,0
10,3,1,0,8,5150,8,40,7200,64,32498,32479,32520,1
10,3,1,0,8,5150,8,40,7400,64,32497,32472,32520,-1
10,3,1,0,8,5150,8,40,7600,64,32500,32472,32514,2
10,3,1,0,8,5150,8,40,7800,64,32498,32473,32517,1
10,3,1,0,8,5150,8,40,8000,64,32499,32476,32518,2
10,3,1,0,8,5150,8,40,8200,64,32499,32468,32520,-1
10,3,1,0,8,5150,8,40,8400,64,32498,32472,32518,0
10,3,1,0,8,5150,8,40,8600,64,32498,32466,32520,0
10,3,1,0,8,5150,8,40,8800,64,32500,32481,32516,3
10,3,1,0,8,5150,8,40,9000,64,32501,32470,32521,3
10,3,1,0,8,5150,8,40,9200,64,32500,32474,32522,1
10,3,1,0,8,5150,8,40,9400,64,32501,32473,32524,3
10,3,1,0,8,5150,8,40,9600,64,32500,32471,32524,1
10,3,1,0,8,5150,8,40,9800,64,32499,32391,32521,0
10,3,1,0,8,5150,8,40,10000,64,32497,32465,32521,-2
10,3,1,0,8,5150,8,40,10200,64,32498,32476,32524,-1
10,3,1,0,8,5150,8,40,10400,64,32501,32466,32520,1
10,3,1,0,8,5150,8,40,10600,64,32499,32452,32526,-1
10,3,1,0,8,5150,8,40,10800,64,32501,32473,32527,1
10,3,1,0,8,5150,8,40,11000,64,32498,32473,32521,-2
10,3,1,0,8,5150,8,40,11200,64,32496,32317,32516,-4
10,3,1,0,8,5150,8,40,11400,64,32500,32465,32522,-1
10,3,1,0,8,5150,8,40,11600,64,32500,32470,32522,-2
10,3,1,0,8,5150,8,40,11800,64,32500,32471,32525,0
10,3,1,0,8,5150,8,40,12000,64,32500,32471,32523,1
10,3,1,0,8,5150,8,40,12200,64,32500,32472,32530,1
10,3,1,0,8,5150,8,40,12400,64,32500,32471,32525,-1
10,3,1,0,8,5150,8,40,12600,64,32502,32472,32524,1
10,3,1,0,8,5150,8,40,12800,64,32500,32471,32523,-2
11,3,1,0,8,5150,40,8,0,64,32485,31637,32520,0
11,3,1,0,8,5150,40,8,200,64,32499,32476,32515,0
11,3,1,0,8,5150,40,8,400,64,32497,32468,32521,-1
11,3,1,0,8,5150,40,8,600,64,32499,32480,32517,0
11,3,1,0,8,5150,40,8,800,64,32500,32469,32516,2
11,3,1,0,8,5150,40,8,1000,64,32499,32465,32516,1
11,3,1,0,8,5150,40,8,1200,64,32498,32474,32522,1
11,3,1,0,8,5150,40,8,1400,64,32500,32474,32514,5
11,3,1,0,8,5150,40,8,1600,64,32496,32459,32523,-2
11,3,1,0,8,5150,40,8,1800,64,32495,32474,32515,-3
11,3,1,0,8,5150,40,8,2000,64,32497,32473,32516,1
11,3,1,0,8,5150,40,8,2200,64,32496,32459,32516,0
11,3,1,0,8,5150,40,8,2400,64,32493,32336,32516,-1
11,3,1,0,8,5150,40,8,2600,64,32497,32469,32523,2
11,3,1,0,8,5150,40,8,2800,64,32496,32470,32516,3
11,3,1,0,8,5150,40,8,3000,64,32496,32474,32516,1
11,3,1,0,8,5150,40,8,3200,64,32494,32471,32513,-2
11,3,1,0,8,5150,40,8,3400,64,32494,32473,32512,-1
11,3,1,0,8,5150,40,8,3600,64,32498,32479,32516,3
11,3,1,0,8,5150,40,8,3800,64,32493,32472,32512,-3
11,3,1,0,8,5150,40,8,4000,64,32495,32466,32516,-1
11,3,1,0,8,5150,40,8,4200,64,32494,32464,32516,-1
11,3,1,0,8,5150,40,8,4400,64,32496,32465,32514,-1
11,3,1,0,8,5150,40,8,4600,64,32494,32471,32515,-1
11,3,1,0,8,5150,40,8,4800,64,32496,32483,32511,0
11,3,1,0,8,5150,40,8,5000,64,32493,32468,32517,-3
11,3,1,0,8,5150,40,8,5200,64,32493,32471,32517,-2
11,3,1,0,8,5150,40,8,5400,64,32494,32465,32516,-2
11,3,1,0,8,5150,40,8,5600,64,32498,32475,32518,2
11,3,1,0,8,5150,40,8,5800,64,32497,32483,32511,3
11,3,1,0,8,5150,40,8,6000,64,32496,32483,32518,3
11,3,1,0,8,5150,40,8,6200,64,32497,32470,32512,1
11,3,1,0,8,5150,40,8,6400,64,32494,32389,32520,0
11,3,1,0,8,5150,40,8,6600,64,32495,32482,32511,0
11,3,1,0,8,5150,40,8,6800,64,32497,32482,32509,3
11,3,1,0,8,5150,40,8,7000,64,32498,32474,32518,1
11,3,1,0,8,5150,40,8,7200,64,32498,32465,32517,1
11,3,1,0,8,5150,40,8,7400,64,32498,32469,32521,0
11,3,1,0,8,5150,40,8,7600,64,32498,32471,32527,0
11,3,1,0,8,5150,40,8,7800,64,32500,32484,32515,3
11,3,1,0,8,5150,40,8,8000,64,32496,32460,32513,-1
11,3,1,0,8,5150,40,8,8200,64,32498,32445,32528,-2
11,3,1,0,8,5150,40,8,8400,64,32500,32476,32520,2
11,3,1,0,8,5150,40,8,8600,64,32501,32473,32521,3
11,3,1,0,8,5150,40,8,8800,64,32499,32468,32528,2
11,3,1,0,8,5150,40,8,9000,64,32497,32468,32516,-1
11,3,1,0,8,5150,40,8,9200,64,32501,32475,32524,2
11,3,1,0,8,5150,40,8,9400,64,32498,32333,32531,0
11,3,1,0,8,5150,40,8,9600,64,32500,32476,32519,1
11,3,1,0,8,5150,40,8,9800,64,32502,32473,32526,3
11,3,1,0,8,5150,40,8,10000,64,32500,32468,32526,1
11,3,1,0,8,5150,40,8,10200,64,32500,32469,32523,1
11,3,1,0,8,5150,40,8,10400,64,32497,32337,32517,-3
11,3,1,0,8,5150,40,8,10600,64,32498,32470,32521,-2
11,3,1,0,8,5150,40,8,10800,64,32500,32469,32517,0
11,3,1,0,8,5150,40,8,11000,64,32499,32470,32524,-1
11,3,1,0,8,5150,40,8,11200,64,32499,32476,32520,-1
11,3,1,0,8,5150,40,8,11400,64,32500,32470,32524,-1
11,3,1,0,8,5150,40,8,11600,64,32502,32477,32523,0
11,3,1,0,8,5150,40,8,11800,64,32499,32470,32520,-1
11,3,1,0,8,5150,40,8,12000,64,32499,32480,32518,0
11,3,1,0,8,5150,40,8,12200,64,32501,32480,32529,2
11,3,1,0,8,5150,40,8,12400,64,32500,32469,32521,-1
11,3,1,0,8,5150,40,8,12600,64,32499,32470,32523,-2
11,3,1,0,8,5150,40,8,12800,64,32501,32470,32520,-1
12,3,1,0,9,650,9,41,0,64,32753,32735,32772,-1
12,3,1,0,9,650,9,41,200,64,32756,32741,32777,-1
12,3,1,0,9,650,9,41,400,64,32753,32739,32769,-1
12,3,1,0,9,650,9,41,600,64,32754,32741,32767,1
12,3,1,0,9,650,9,41,800,64,32753,32734,32770,0
12,3,1,0,9,650,9,41,1000,64,32751,32741,32772,-1
12,3,1,0,9,650,9,41,1200,64,32754,32737,32769,4
12,3,1,0,9,650,9,41,1400,64,32750,32735,32769,1
12,3,1,0,9,650,9,41,1600,64,32751,32732,32768,-2
12,3,1,0,9,650,9,41,1800,64,32751,32737,32769,-1
12,3,1,0,9,650,9,41,2000,64,32752,32738,32773,1
12,3,1,0,9,650,9,41,2200,64,32748,32716,32766,-3
12,3,1,0,9,650,9,41,2400,64,32751,32738,32766,1
12,3,1,0,9,650,9,41,2600,64,32749,32737,32765,-1
12,3,1,0,9,650,9,41,2800,64,32750,32733,32766,-1
12,3,1,0,9,650,9,41,3000,64,32749,32696,32766,-2
12,3,1,0,9,650,9,41,3200,64,32753,32732,32774,3
12,3,1,0,9,650,9,41,3400,64,32754,32738,32770,3
12,3,1,0,9,650,9,41,3600,64,32752,32621,32770,1
12,3,1,0,9,650,9,41,3800,64,32753,32735,32770,3
12,3,1,0,9,650,9,41,4000,64,32752,32729,32772,1
12,3,1,0,9,650,9,41,4200,64,32751,32737,32768,1
12,3,1,0,9,650,9,41,4400,64,32752,32735,32773,2
12,3,1,0,9,650,9,41,4600,64,32750,32738,32768,0
12,3,1,0,9,650,9,41,4800,64,32753,32732,32772,3
12,3,1,0,9,650,9,41,5000,64,32752,32739,32771,2
12,3,1,0,9,650,9,41,5200,64,32752,32737,32771,-2
12,3,1,0,9,650,9,41,5400,64,32752,32735,32774,-1
12,3,1,0,9,650,9,41,5600,64,32753,32736,32767,0
12,3,1,0,9,650,9,41,5800,64,32753,32733,32774,2
12,3,1,0,9,650,9,41,6000,64,32753,32731,32778,0
12,3,1,0,9,650,9,41,6200,64,32751,32733,32771,0
12,3,1,0,9,650,9,41,6400,64,32751,32732,32769,-2
12,3,1,0,9,650,9,41,6600,64,32754,32738,32771,3
12,3,1,0,9,650,9,41,6800,64,32754,32738,32771,0
12,3,1,0,9,650,9,41,7000,64,32753,32741,32772,-1
12,3,1,0,9,650,9,41,7200,64,32752,32739,32771,-3
12,3,1,0,9,650,9,41,7400,64,32753,32739,32770,0
12,3,1,0,9,650,9,41,7600,64,32754,32740,32769,1
12,3,1,0,9,650,9,41,7800,64,32755,32741,32769,4
12,3,1,0,9,650,9,41,8000,64,32754,32736,32771,0
12,3,1,0,9,650,9,41,8200,64,32755,32738,32770,1
12,3,1,0,9,650,9,41,8400,64,32755,32739,32773,-1
12,3,1,0,9,650,9,41,8600,64,32755,32743,32773,1
12,3,1,0,9,650,9,41,8800,64,32754,32735,32769,-3
12,3,1,0,9,650,9,41,9000,64,32756,32740,32773,2
12,3,1,0,9,650,9,41,9200,64,32757,32740,32778,1
12,3,1,0,9,650,9,41,9400,64,32756,32742,32777,0
12,3,1,0,9,650,9,41,9600,64,32757,32743,32773,0
12,3,1,0,9,650,9,41,9800,64,32756,32735,32771,-2
12,3,1,0,9,650,9,41,10000,64,32758,32741,32776,1
12,3,1,0,9,650,9,41,10200,64,32755,32617,32776,-2
12,3,1,0,9,650,9,41,10400,64,32758,32739,32777,2
12,3,1,0,9,650,9,41,10600,64,32758,32741,32776,1
12,3,1,0,9,650,9,41,10800,64,32755,32622,32773,-4
12,3,1,0,9,650,9,41,11000,64,32757,32744,32774,0
12,3,1,0,9,650,9,41,11200,64,32758,32744,32774,1
12,3,1,0,9,650,9,41,11400,64,32757,32631,32780,0
12,3,1,0,9,650,9,41,11600,64,32758,32743,32773,0
12,3,1,0,9,650,9,41,11800,64,32759,32742,32774,1
12,3,1,0,9,650,9,41,12000,64,32759,32745,32779,1
12,3,1,0,9,650,9,41,12200,64,32761,32743,32786,1
12,3,1,0,9,650,9,41,12400,64,32760,32745,32785,1
12,3,1,0,9,650,9,41,12600,64,32757,32622,32778,-3
12,3,1,0,9,650,9,41,12800,64,32759,32745,32777,1
13,3,1,0,9,650,41,9,0,64,32754,32735,32776,0
13,3,1,0,9,650,41,9,200,64,32753,32730,32770,-4
13,3,1,0,9,650,41,9,400,64,32753,32734,32774,-1
13,3,1,0,9,650,41,9,600,64,32754,32729,32774,1
13,3,1,0,9,650,41,9,800,64,32754,32735,32769,1
13,3,1,0,9,650,41,9,1000,64,32753,32735,32772,1
13,3,1,0,9,650,41,9,1200,64,32753,32736,32766,3
13,3,1,0,9,650,41,9,1400,64,32751,32737,32771,2
13,3,1,0,9,650,41,9,1600,64,32752,32737,32772,-1
13,3,1,0,9,650,41,9,1800,64,32752,32733,32769,0
13,3,1,0,9,650,41,9,2000,64,32752,32730,32766,1
13,3,1,0,9,650,41,9,2200,64,32751,32736,32776,0
13,3,1,0,9,650,41,9,2400,64,32751,32734,32771,1
13,3,1,0,9,650,41,9,2600,64,32751,32735,32771,1
13,3,1,0,9,650,41,9,2800,64,32751,32735,32773,0
13,3,1,0,9,650,41,9,3000,64,32751,32733,32769,0
13,3,1,0,9,650,41,9,3200,64,32751,32737,32769,1
13,3,1,0,9,650,41,9,3400,64,32750,32731,32774,-1
13,3,1,0,9,650,41,9,3600,64,32751,32737,32764,0
13,3,1,0,9,650,41,9,3800,64,32751,32736,32774,1
13,3,1,0,9,650,41,9,4000,64,32749,32731,32762,-2
13,3,1,0,9,650,41,9,4200,64,32750,32733,32776,0
13,3,1,0,9,650,41,9,4400,64,32754,32741,32772,4
13,3,1,0,9,650,41,9,4600,64,32748,32579,32768,-2
13,3,1,0,9,650,41,9,4800,64,32752,32736,32770,2
13,3,1,0,9,650,41,9,5000,64,32752,32739,32773,2
13,3,1,0,9,650,41,9,5200,64,32752,32735,32773,-2
13,3,1,0,9,650,41,9,5400,64,32751,32735,32772,-2
13,3,1,0,9,650,41,9,5600,64,32751,32735,32770,-2
13,3,1,0,9,650,41,9,5800,64,32753,32739,32767,2
13,3,1,0,9,650,41,9,6000,64,32753,32731,32772,0
13,3,1,0,9,650,41,9,6200,64,32752,32734,32769,1
13,3,1,0,9,650,41,9,6400,64,32752,32739,32772,-1
13,3,1,0,9,650,41,9,6600,64,32752,32737,32785,1
13,3,1,0,9,650,41,9,6800,64,32756,32741,32770,2
13,3,1,0,9,650,41,9,7000,64,32754,32741,32773,0
13,3,1,0,9,650,41,9,7200,64,32755,32740,32770,0
13,3,1,0,9,650,41,9,7400,64,32755,32742,32774,2
13,3,1,0,9,650,41,9,7600,64,32756,32744,32774,3
13,3,1,0,9,650,41,9,7800,64,32755,32742,32776,4
13,3,1,0,9,650,41,9,8000,64,32755,32733,32776,1
13,3,1,0,9,650,41,9,8200,64,32755,32743,32774,1
13,3,1,0,9,650,41,9,8400,64,32757,32738,32776,1
13,3,1,0,9,650,41,9,8600,64,32757,32741,32776,3
13,3,1,0,9,650,41,9,8800,64,32755,32737,32771,-2
13,3,1,0,9,650,41,9,9000,64,32758,32747,32770,4
13,3,1,0,9,650,41,9,9200,64,32756,32735,32776,0
13,3,1,0,9,650,41,9,9400,64,32756,32741,32784,0
13,3,1,0,9,650,41,9,9600,64,32757,32740,32779,0
13,3,1,0,9,650,41,9,9800,64,32758,32744,32776,0
13,3,1,0,9,650,41,9,10000,64,32758,32737,32782,1
13,3,1,0,9,650,41,9,10200,64,32757,32742,32772,0
13,3,1,0,9,650,41,9,10400,64,32759,32743,32779,3
13,3,1,0,9,650,41,9,10600,64,32758,32738,32776,1
13,3,1,0,9,650,41,9,10800,64,32758,32741,32776,-1
13,3,1,0,9,650,41,9,11000,64,32759,32739,32778,2
13,3,1,0,9,650,41,9,11200,64,32759,32737,32776,2
13,3,1,0,9,650,41,9,11400,64,32759,32740,32776,2
13,3,1,0,9,650,41,9,11600,64,32758,32747,32779,0
13,3,1,0,9,650,41,9,11800,64,32759,32742,32778,1
13,3,1,0,9,650,41,9,12000,64,32758,32741,32778,0
13,3,1,0,9,650,41,9,12200,64,32759,32737,32778,-1
13,3,1,0,9,650,41,9,12400,64,32759,32743,32781,0
13,3,1,0,9,650,41,9,12600,64,32759,32743,32777,-1
13,3,1,0,9,650,41,9,12800,64,32759,32745,32774,1
14,3,1,0,10,150,10,42,0,64,0,0,4,0
14,3,1,0,10,150,10,42,200,64,0,0,11,0
14,3,1,0,10,150,10,42,400,64,0,0,8,0
14,3,1,0,10,150,10,42,600,64,0,0,12,0
14,3,1,0,10,150,10,42,800,64,0,0,8,0
14,3,1,0,10,150,10,42,1000,64,0,0,6,0
14,3,1,0,10,150,10,42,1200,64,0,0,37,0
14,3,1,0,10,150,10,42,1400,64,0,0,8,0
14,3,1,0,10,150,10,42,1600,64,0,0,2,0
14,3,1,0,10,150,10,42,1800,64,0,0,8,0
14,3,1,0,10,150,10,42,2000,64,0,0,8,0
14,3,1,0,10,150,10,42,2200,64,0,0,1,0
14,3,1,0,10,150,10,42,2400,64,0,0,4,0
14,3,1,0,10,150,10,42,2600,64,0,0,5,0
14,3,1,0,10,150,10,42,2800,64,0,0,4,0
14,3,1,0,10,150,10,42,3000,64,0,0,8,0
14,3,1,0,10,150,10,42,3200,64,0,0,8,-1
14,3,1,0,10,150,10,42,3400,64,0,0,10,0
14,3,1,0,10,150,10,42,3600,64,0,0,1,0
14,3,1,0,10,150,10,42,3800,64,0,0,1,0
14,3,1,0,10,150,10,42,4000,64,0,0,4,0
14,3,1,0,10,150,10,42,4200,64,0,0,32,0
14,3,1,0,10,150,10,42,4400,64,0,0,4,0
14,3,1,0,10,150,10,42,4600,64,0,0,8,0
14,3,1,0,10,150,10,42,4800,64,0,0,8,0
14,3,1,0,10,150,10,42,5000,64,0,0,4,0
14,3,1,0,10,150,10,42,5200,64,0,0,2,0
14,3,1,0,10,150,10,42,5400,64,0,0,4,0
14,3,1,0,10,150,10,42,5600,64,0,0,25,0
14,3,1,0,10,150,10,42,5800,64,0,0,8,0
14,3,1,0,10,150,10,42,6000,64,0,0,8,0
14,3,1,0,10,150,10,42,6200,64,0,0,4,0
14,3,1,0,10,150,10,42,6400,64,0,0,8,0
14,3,1,0,10,150,10,42,6600,64,0,0,1,0
14,3,1,0,10,150,10,42,6800,64,0,0,1,0
14,3,1,0,10,150,10,42,7000,64,0,0,9,0
14,3,1,0,10,150,10,42,7200,64,0,0,4,0
14,3,1,0,10,150,10,42,7400,64,0,0,6,0
14,3,1,0,10,150,10,42,7600,64,0,0,5,0
14,3,1,0,10,150,10,42,7800,64,0,0,2,0
14,3,1,0,10,150,10,42,8000,64,0,0,0,0
14,3,1,0,10,150,10,42,8200,64,0,0,6,0
14,3,1,0,10,150,10,42,8400,64,0,0,2,-1
14,3,1,0,10,150,10,42,8600,64,0,0,7,0
14,3,1,0,10,150,10,42,8800,64,0,0,7,0
14,3,1,0,10,150,10,42,9000,64,0,0,4,0
14,3,1,0,10,150,10,42,9200,64,0,0,5,0
14,3,1,0,10,150,10,42,9400,64,0,0,5,0
14,3,1,0,10,150,10,42,9600,64,0,0,6,0
14,3,1,0,10,150,10,42,9800,64,0,0,8,0
14,3,1,0,10,150,10,42,10000,64,0,0,8,0
14,3,1,0,10,150,10,42,10200,64,0,0,2,0
14,3,1,0,10,150,10,42,10400,64,0,0,6,0
14,3,1,0,10,150,10,42,10600,64,0,0,8,0
14,3,1,0,10,150,10,42,10800,64,0,0,9,0
14,3,1,0,10,150,10,42,11000,64,0,0,5,0
14,3,1,0,10,150,10,42,11200,64,0,0,4,0
14,3,1,0,10,150,10,42,11400,64,0,0,5,0
14,3,1,0,10,150,10,42,11600,64,0,0,5,0
14,3,1,0,10,150,10,42,11800,64,0,0,9,0
14,3,1,0,10,150,10,42,12000,64,0,0,8,0
14,3,1,0,10,150,10,42,12200,64,0,0,2,0
14,3,1,0,10,150,10,42,12400,64,0,0,10,0
14,3,1,0,10,150,10,42,12600,64,0,0,8,0
14,3,1,0,10,150,10,42,12800,64,0,0,6,0
15,3,1,0,10,150,42,10,0,64,0,0,2,0
15,3,1,0,10,150,42,10,200,64,0,0,13,0
15,3,1,0,10,150,42,10,400,64,0,0,8,0
15,3,1,0,10,150,42,10,600,64,0,0,9,0
15,3,1,0,10,150,42,10,800,64,0,0,5,0
15,3,1,0,10,150,42,10,1000,64,0,0,8,0
15,3,1,0,10,150,42,10,1200,64,0,0,5,0
15,3,1,0,10,150,42,10,1400,64,0,0,8,0
15,3,1,0,10,150,42,10,1600,64,0,0,6,0
15,3,1,0,10,150,42,10,1800,64,0,0,37,0
15,3,1,0,10,150,42,10,2000,64,0,0,5,0
15,3,1,0,10,150,42,10,2200,64,0,0,8,0
15,3,1,0,10,150,42,10,2400,64,0,0,5,0
15,3,1,0,10,150,42,10,2600,64,0,0,2,0
15,3,1,0,10,150,42,10,2800,64,0,0,10,0
15,3,1,0,10,150,42,10,3000,64,0,0,8,0
15,3,1,0,10,150,42,10,3200,64,0,0,8,-1
15,3,1,0,10,150,42,10,3400,64,0,0,3,0
15,3,1,0,10,150,42,10,3600,64,0,0,4,0
15,3,1,0,10,150,42,10,3800,64,0,0,2,0
15,3,1,0,10,150,42,10,4000,64,0,0,8,0
15,3,1,0,10,150,42,10,4200,64,0,0,5,0
15,3,1,0,10,150,42,10,4400,64,0,0,6,0
15,3,1,0,10,150,42,10,4600,64,0,0,4,0
15,3,1,0,10,150,42,10,4800,64,0,0,7,0
15,3,1,0,10,150,42,10,5000,64,0,0,7,0
15,3,1,0,10,150,42,10,5200,64,0,0,4,0
15,3,1,0,10,150,42,10,5400,64,0,0,8,0
15,3,1,0,10,150,42,10,5600,64,0,0,9,0
15,3,1,0,10,150,42,10,5800,64,0,0,3,0
15,3,1,0,10,150,42,10,6000,64,0,0,6,0
15,3,1,0,10,150,42,10,6200,64,0,0,6,0
15,3,1,0,10,150,42,10,6400,64,0,0,4,0
15,3,1,0,10,150,42,10,6600,64,0,0,2,0
15,3,1,0,10,150,42,10,6800,64,0,0,5,0
15,3,1,0,10,150,42,10,7000,64,0,0,1,0
15,3,1,0,10,150,42,10,7200,64,0,0,1,0
15,3,1,0,10,150,42,10,7400,64,0,0,8,0
15,3,1,0,10,150,42,10,7600,64,0,0,9,0
15,3,1,0,10,150,42,10,7800,64,0,0,4,0
15,3,1,0,10,150,42,10,8000,64,0,0,2,0
15,3,1,0,10,150,42,10,8200,64,0,0,4,0
15,3,1,0,10,150,42,10,8400,64,0,0,1,-1
15,3,1,0,10,150,42,10,8600,64,0,0,8,0
15,3,1,0,10,150,42,10,8800,64,0,0,4,0
15,3,1,0,10,150,42,10,9000,64,0,0,8,0
15,3,1,0,10,150,42,10,9200,64,0,0,4,0
15,3,1,0,10,150,42,10,9400,64,0,0,9,0
15,3,1,0,10,150,42,10,9600,64,0,0,8,0
15,3,1,0,10,150,42,10,9800,64,0,0,3,0
15,3,1,0,10,150,42,10,10000,64,0,0,8,0
15,3,1,0,10,150,42,10,10200,64,1,0,84,1
15,3,1,0,10,150,42,10,10400,64,0,0,4,0
15,3,1,0,10,150,42,10,10600,64,0,0,8,0
15,3,1,0,10,150,42,10,10800,64,0,0,0,0
15,3,1,0,10,150,42,10,11000,64,0,0,7,0
15,3,1,0,10,150,42,10,11200,64,0,0,6,0
15,3,1,0,10,150,42,10,11400,64,0,0,7,0
15,3,1,0,10,150,42,10,11600,64,0,0,4,0
15,3,1,0,10,150,42,10,11800,64,0,0,5,0
15,3,1,0,10,150,42,10,12000,64,0,0,5,0
15,3,1,0,10,150,42,10,12200,64,0,0,8,0
15,3,1,0,10,150,42,10,12400,64,0,0,1,0
15,3,1,0,10,150,42,10,12600,64,0,0,6,0
15,3,1,0,10,150,42,10,12800,64,0,0,6,0
16,4,1,1,6,5150,6,22,0,64,32571,31927,32597,1
16,4,1,1,6,5150,6,22,200,64,32580,32564,32600,0
16,4,1,1,6,5150,6,22,400,64,32581,32562,32598,2
16,4,1,1,6,5150,6,22,600,64,32581,32565,32597,2
16,4,1,1,6,5150,6,22,800,64,32579,32558,32596,-1
16,4,1,1,6,5150,6,22,1000,64,32579,32567,32596,0
16,4,1,1,6,5150,6,22,1200,64,32578,32565,32594,0
16,4,1,1,6,5150,6,22,1400,64,32579,32566,32594,-1
16,4,1,1,6,5150,6,22,1600,64,32579,32561,32592,0
16,4,1,1,6,5150,6,22,1800,64,32576,32558,32592,-2
16,4,1,1,6,5150,6,22,2000,64,32578,32558,32594,1
16,4,1,1,6,5150,6,22,2200,64,32576,32565,32597,-2
16,4,1,1,6,5150,6,22,2400,64,32578,32563,32593,1
16,4,1,1,6,5150,6,22,2600,64,32576,32560,32593,0
16,4,1,1,6,5150,6,22,2800,64,32577,32562,32594,1
16,4,1,1,6,5150,6,22,3000,64,32577,32566,32595,0
16,4,1,1,6,5150,6,22,3200,64,32576,32563,32590,0
16,4,1,1,6,5150,6,22,3400,64,32576,32563,32592,0
16,4,1,1,6,5150,6,22,3600,64,32576,32559,32587,0
16,4,1,1,6,5150,6,22,3800,64,32576,32554,32591,1
16,4,1,1,6,5150,6,22,4000,64,32577,32563,32590,1
16,4,1,1,6,5150,6,22,4200,64,32576,32560,32592,0
16,4,1,1,6,5150,6,22,4400,64,32576,32563,32587,-1
16,4,1,1,6,5150,6,22,4600,64,32576,32566,32590,-1
16,4,1,1,6,5150,6,22,4800,64,32577,32509,32593,1
16,4,1,1,6,5150,6,22,5000,64,32576,32557,32588,0
16,4,1,1,6,5150,6,22,5200,64,32576,32561,32594,0
16,4,1,1,6,5150,6,22,5400,64,32576,32563,32594,-1
16,4,1,1,6,5150,6,22,5600,64,32577,32559,32594,1
16,4,1,1,6,5150,6,22,5800,64,32578,32565,32594,2
16,4,1,1,6,5150,6,22,6000,64,32576,32564,32588,-2
16,4,1,1,6,5150,6,22,6200,64,32577,32566,32592,0
16,4,1,1,6,5150,6,22,6400,64,32577,32562,32594,-2
16,4,1,1,6,5150,6,22,6600,64,32577,32559,32592,1
16,4,1,1,6,5150,6,22,6800,64,32577,32566,32596,-1
16,4,1,1,6,5150,6,22,7000,64,32579,32569,32597,1
16,4,1,1,6,5150,6,22,7200,64,32580,32566,32595,3
16,4,1,1,6,5150,6,22,7400,64,32579,32565,32596,0
16,4,1,1,6,5150,6,22,7600,64,32578,32512,32596,-1
16,4,1,1,6,5150,6,22,7800,64,32581,32564,32600,3
16,4,1,1,6,5150,6,22,8000,64,32580,32567,32598,1
16,4,1,1,6,5150,6,22,8200,64,32581,32568,32596,2
16,4,1,1,6,5150,6,22,8400,64,32581,32566,32597,1
16,4,1,1,6,5150,6,22,8600,64,32580,32564,32596,1
16,4,1,1,6,5150,6,22,8800,64,32581,32559,32599,1
16,4,1,1,6,5150,6,22,9000,64,32580,32565,32596,1
16,4,1,1,6,5150,6,22,9200,64,32581,32564,32595,1
16,4,1,1,6,5150,6,22,9400,64,32581,32569,32598,1
16,4,1,1,6,5150,6,22,9600,64,32578,32511,32593,-4
16,4,1,1,6,5150,6,22,9800,64,32582,32564,32595,-1
16,4,1,1,6,5150,6,22,10000,64,32582,32570,32600,0
16,4,1,1,6,5150,6,22,10200,64,32582,32568,32598,0
16,4,1,1,6,5150,6,22,10400,64,32580,32565,32596,-2
16,4,1,1,6,5150,6,22,10600,64,32581,32571,32597,0
16,4,1,1,6,5150,6,22,10800,64,32583,32571,32595,1
16,4,1,1,6,5150,6,22,11000,64,32580,32563,32595,-1
16,4,1,1,6,5150,6,22,11200,64,32583,32568,32598,3
16,4,1,1,6,5150,6,22,11400,64,32582,32567,32597,1
16,4,1,1,6,5150,6,22,11600,64,32581,32567,32600,-1
16,4,1,1,6,5150,6,22,11800,64,32583,32572,32597,2
16,4,1,1,6,5150,6,22,12000,64,32582,32567,32596,0
16,4,1,1,6,5150,6,22,12200,64,32583,32569,32599,1
16,4,1,1,6,5150,6,22,12400,64,32583,32571,32601,1
16,4,1,1,6,5150,6,22,12600,64,32585,32571,32599,3
